岗位,职位,薪资,公司,城市,经验,学历,领域,规模,性质,技能要求,招聘人数,公司详情页,职位详情页,处理后的薪资,平均月薪(元),平均月薪
人工智能,人工智能助理工程师,8000-12000元,芯途势力(厦门)集成电路科技有限公司,武汉,经验不限,大专,电子/半导体/集成电路,100-299人,民营,"课程策划, 课程教授, 运动控制算法, 深度学习, 机器学习",1,http://company.zhaopin.com/CZL1493017620.htm,http://jobs.zhaopin.com/CCL1493017620J40721330109.htm,8.0-12.0k,10000.0,10.0k
人工智能,人工智能实习生,6000-8000元,河南伊林达物联网有限公司,郑州,经验不限,本科,电子商务,20-99人,其他,深度学习,5,http://company.zhaopin.com/CZL1484315330.htm,http://jobs.zhaopin.com/CCL1484315330J40730271511.htm,6.0-8.0k,7000.0,7.0k
人工智能,大模型应用开发工程师(J13952),6000-12000元,汉得信息,上海,1年以下,本科,计算机软件,10000人以上,上市公司,"大模型算法, PyTorch, TensorFlow",10,http://company.zhaopin.com/CZ000460230.htm,http://jobs.zhaopin.com/CC000460230J40743801912.htm,6.0-12.0k,9000.0,9.0k
人工智能,人工智能讲师 兼职,4000-8000元,辽宁省华瑞职业技能培训学校有限公司,沈阳,1-3年,本科,培训/辅导服务,20-99人,其他,PyTorch,1,http://company.zhaopin.com/CZL1472628710.htm,http://jobs.zhaopin.com/CCL1472628710J40917317604.htm,4.0-8.0k,6000.0,6.0k
人工智能,AI人工智能培训讲师,4000-8000元,衡阳橙谱实业有限公司,衡阳,3-5年,大专,电子商务,20-99人,民营,课程策划,2,http://company.zhaopin.com/CZL1397023810.htm,http://jobs.zhaopin.com/CCL1397023810J40809778915.htm,4.0-8.0k,6000.0,6.0k
人工智能,人工智能助理工程师,8000-12000元,芯途势力(厦门)集成电路科技有限公司,厦门,经验不限,大专,电子/半导体/集成电路,100-299人,民营,"课程策划, 课程教授, 运动控制算法, 深度学习, 机器学习",1,http://company.zhaopin.com/CZL1493017620.htm,http://jobs.zhaopin.com/CCL1493017620J40721368809.htm,8.0-12.0k,10000.0,10.0k
人工智能,人工智能大学教师,7000-9000元,青岛城市学院,青岛,经验不限,硕士,学校/学历教育,1000-9999人,学校/下级学院,"机器学习, 深度学习, 自然语音处理, 视觉图像算法, 运动控制算法, 搜索算法, 语音算法, 推荐算法, 机器人算法, 模式识别",1,http://company.zhaopin.com/CZ297938210.htm,http://jobs.zhaopin.com/CC297938210J40712168902.htm,7.0-9.0k,8000.0,8.0k
人工智能,ai人工智能讲师,1.5-2万,合肥科思通途教育科技有限公司,合肥,经验不限,硕士,学术/科研,100-299人,民营,"深度学习, 机器学习, 搜索算法, 推荐算法, 课程教授, 机器人算法, 视觉图像算法",1,http://company.zhaopin.com/CZL1458508770.htm,http://jobs.zhaopin.com/CCL1458508770J40779705912.htm,15.0-20.0k,17500.0,17.5k
人工智能,人工智能工程师（应届生、留学生）,7000-9000元·14薪,建科公共设施运营管理有限公司,北京,经验不限,本科,房地产开发,100-299人,国企,"深度学习, 机器学习, 大模型算法, 机器视觉, 搜索/推荐算法, 自然语言处理",1,http://company.zhaopin.com/CZ830007940.htm,http://jobs.zhaopin.com/CC830007940J40758130607.htm,7.0-9.0k,8000.0,8.0k
人工智能,人工智能开发工程师,6000-8000元·13薪,河南塔韵文化传媒有限公司,南阳,经验不限,学历不限,广播/影视,100-299人,民营,"机器视觉, 自然语言处理, 图像算法, 人工神经网络, Transformer, DNN, PyTorch, TensorFlow, Caffe",10,http://company.zhaopin.com/CZL1493543330.htm,http://jobs.zhaopin.com/CCL1493543330J40737848607.htm,6.0-8.0k,7000.0,7.0k
人工智能,人工智能助理工程师,8000-12000元,芯途势力(厦门)集成电路科技有限公司,南昌,经验不限,大专,电子/半导体/集成电路,100-299人,民营,"课程策划, 课程教授, 运动控制算法, 深度学习, 机器学习",1,http://company.zhaopin.com/CZL1493017620.htm,http://jobs.zhaopin.com/CCL1493017620J40721368309.htm,8.0-12.0k,10000.0,10.0k
人工智能,人工智能讲师,5000-10000元,西南研修院(重庆)融媒体有限公司,重庆,经验不限,本科,学术/科研,20-99人,民营,"培训师, AI, 助理讲师, 助理教师, 课程策划",3,http://company.zhaopin.com/CZL1491042350.htm,http://jobs.zhaopin.com/CCL1491042350J40660047302.htm,5.0-10.0k,7500.0,7.5k
人工智能,人工智能研究员,8000-16000元,晟通集团,长沙,无经验,本科,新材料,1000-9999人,民营,"大模型算法, 深度学习, 多模态算法",3,http://company.zhaopin.com/CZ144273210.htm,http://jobs.zhaopin.com/CC144273210J40731033201.htm,8.0-16.0k,12000.0,12.0k
人工智能,人工智能开发工程师【苏州国发数金科技有限公司】,2.2-3万,苏州市姑苏区、苏州国家历史文化名城保护区人力资源和社会保障局,苏州,经验不限,本科,互联网,500-999人,港澳台公司,"Python, Java, TensorFlow, PyTorch, Theano",2,http://company.zhaopin.com/CZL1318355140.htm,http://jobs.zhaopin.com/CCL1318355140J40781182603.htm,22.0-30.0k,26000.0,26.0k
人工智能,人工智能算法工程师,8000-15000元,甘肃紫光智能交通与控制技术有限公司,兰州,3-5年,本科,IT服务,100-299人,股份制企业,"机器视觉, 自然语言处理, 知识图谱, 深度学习, 机器学习, 图像算法",1,http://company.zhaopin.com/CZ340348010.htm,http://jobs.zhaopin.com/CC340348010J40752983112.htm,8.0-15.0k,11500.0,11.5k
人工智能,人工智能研发工程师,9000-12000元,大连惠风教育技术有限责任公司,大连,经验不限,本科,IT服务,20人以下,民营,"深度学习, 机器学习, 强化学习 , Q学习, SARSA, DQN, 随机森林, K-means算法, 朴素贝叶斯, Transformer, LSTM, DNN, 自然语言处理, 知识图谱, 搜索/推荐算法, PyTorch, TensorFlow, OpenCV, Python, Java, C++, AI助教",3,http://company.zhaopin.com/CZ460161010.htm,http://jobs.zhaopin.com/CC460161010J40482618901.htm,9.0-12.0k,10500.0,10.5k
人工智能,人工智能教师,3000-5000元,长春信息技术职业学院,长春,经验不限,本科,培训/辅导服务,100-299人,民营,人工智能教师,2,http://company.zhaopin.com/%E9%95%BF%E6%98%A5%E4%BF%A1%E6%81%AF%E6%8A%80%E6%9C%AF%E8%81%8C%E4%B8%9A%E5%AD%A6%E9%99%A2_CC376481614.htm,http://jobs.zhaopin.com/CC376481610J40738003401.htm,3.0-5.0k,4000.0,4.0k
人工智能,1 Ai人工智能，就业,6000-7000元,吉林省迅威人力资源有限公司,长春,1-3年,大专,人力资源服务,20人以下,其他,课程策划,1,http://company.zhaopin.com/CZL1290224440.htm,http://jobs.zhaopin.com/CCL1290224440J40675678416.htm,6.0-7.0k,6500.0,6.5k
人工智能,人工智能讲师,1-1.5万·13薪,上海智领云职业技能培训有限公司,上海,1-3年,本科,培训/辅导服务,20人以下,民营,课程策划,1,http://company.zhaopin.com/CZL1495935470.htm,http://jobs.zhaopin.com/CCL1495935470J40826856215.htm,10.0-15.0k,12500.0,12.5k
人工智能,人工智能教学研究员,7000-10000元,中教畅享科技股份有限公司,潍坊,经验不限,本科,计算机软件,300-499人,民营,"课程策划, 机器学习, 深度学习, 视觉图像算法, 自然语音处理, 语音算法, AIGC",4,http://company.zhaopin.com/CZ153774310.htm,http://jobs.zhaopin.com/CC153774310J40575949814.htm,7.0-10.0k,8500.0,8.5k
人工智能,人工智能助理工程,8000-12000元,上海珑付云起企业发展有限公司,上海,经验不限,大专,企业服务,20-99人,其他,"多模态算法, 强化学习 , 语音识别",1,http://company.zhaopin.com/CZL1488223950.htm,http://jobs.zhaopin.com/CCL1488223950J40753039315.htm,8.0-12.0k,10000.0,10.0k
人工智能,人工智能,8000-12000元·14薪,宁波申洲针织有限公司,宁波,1-3年,本科,纺织业/服饰产品加工制造,10000人以上,上市公司,"深度学习, Transformer, 机器视觉, 自然语言处理, 搜索/推荐算法",2,http://company.zhaopin.com/CZ141283160.htm,http://jobs.zhaopin.com/CC141283160J40754078603.htm,8.0-12.0k,10000.0,10.0k
人工智能,人工智能实习生（面向26/27届）,140-150元/天,山东亿云信息技术有限公司,济南,无经验,硕士,计算机软件,100-299人,国企,"信息抽取, 文本分类, 文本分析, 词性标注, 词法分析, 序列标注",5,http://company.zhaopin.com/CZ440594110.htm,http://jobs.zhaopin.com/CC440594110J40745607002.htm,4.3k,4300.0,4.3k
人工智能,AI智能体主播 （收小白助理）,8000-15000元,杭州市上城区屿博科技工作室(个体工商户),杭州,1-3年,学历不限,人工智能,20-99人,民营,"AI人工智能, AI智能体, 主播, 短视频, 私域运营, AI课程, AI系统, AI数字人, 挂播技术",1,http://company.zhaopin.com/CZL1501329300.htm,http://jobs.zhaopin.com/CCL1501329300J40739112101.htm,8.0-15.0k,11500.0,11.5k
人工智能,人工智能应用专任教师,5000-10000元,重庆智能工程职业学院,重庆,经验不限,硕士,学校/学历教育,10000人以上,学校/下级学院,"人工智能, 算法, 机器学习, 深度学习",3,http://company.zhaopin.com/CZL1264454910.htm,http://jobs.zhaopin.com/CCL1264454910J40214445406.htm,5.0-10.0k,7500.0,7.5k
人工智能,客户适配（人工智能，opencv python）,2.2-2.5万,郑州联创优聘信息科技有限公司,上海,1-3年,本科,企业服务,20-99人,民营,"图像算法, OpenCV, Python",1,http://company.zhaopin.com/CZL1314982440.htm,http://jobs.zhaopin.com/CCL1314982440J40671749506.htm,22.0-25.0k,23500.0,23.5k
人工智能,赋能讲师,5000-6000元,黑龙江新名传媒有限责任公司,哈尔滨,1-3年,大专,房地产中介,500-999人,上市公司,课程策划,1,http://company.zhaopin.com/CZL1468854030.htm,http://jobs.zhaopin.com/CCL1468854030J40673523606.htm,5.0-6.0k,5500.0,5.5k
人工智能,机器学习算法实习生（智能流体机械）,130-190元/天,浙江大学湖州研究院,湖州,无经验,本科,学术/科研,300-499人,事业单位,"状态监测, 故障诊断, 算法学习",1,http://company.zhaopin.com/CZL1305152930.htm,http://jobs.zhaopin.com/CCL1305152930J40718615516.htm,4.8k,4800.0,4.8k
人工智能,人工智能助理工程师,8000-12000元,芯途势力(厦门)集成电路科技有限公司,郑州,经验不限,大专,电子/半导体/集成电路,100-299人,民营,"课程策划, 课程教授, 助理教师, 机器学习, 视觉图像算法, 运动控制算法",1,http://company.zhaopin.com/CZL1493017620.htm,http://jobs.zhaopin.com/CCL1493017620J40721385609.htm,8.0-12.0k,10000.0,10.0k
人工智能,人工智能应用开发工程师,1.5-2.1万,山东智和创信息技术有限公司,杭州,3-5年,本科,计算机软件,100-299人,股份制企业,"机器视觉, 机器学习, 深度学习, Python, Java",4,http://company.zhaopin.com/CZ461476710.htm,http://jobs.zhaopin.com/CC461476710J40917219104.htm,15.0-21.0k,18000.0,18.0k
人工智能,人工智能工程师,1.2-2万,杭州弈无忧科技有限公司,杭州,1-3年,本科,人工智能,20-99人,民营,Python,1,http://company.zhaopin.com/CZL1431715770.htm,http://jobs.zhaopin.com/CCL1431715770J40796525903.htm,12.0-20.0k,16000.0,16.0k
人工智能,机器学习工程师 －computational　imaging（ 居家办公）联合创始人,2.1-4万,上海套肯人工智能科技有限责任公司,上海,经验不限,学历不限,人工智能,20-99人,合资,"机器视觉, 图像算法",2,http://company.zhaopin.com/CZL1478181760.htm,http://jobs.zhaopin.com/CCL1478181760J40708142905.htm,21.0-40.0k,30500.0,30.5k
人工智能,AI训练师（社保包食宿）,8000-15000元,洲明蓝普科技(湖北)有限公司,武汉,1年以下,大专,电子/半导体/集成电路,100-299人,股份制企业,PyTorch,1,http://company.zhaopin.com/CZ850129990.htm,http://jobs.zhaopin.com/CC850129990J40728601401.htm,8.0-15.0k,11500.0,11.5k
人工智能,AI 平台开发工程师（MLOps/LLMOps 方向）-英语口语好,2.3-2.9万·13薪,大连思泰克科技有限公司,广州,5-10年,本科,计算机硬件,100-299人,外商独资,"Python, Golang, AI 平台与模型开发, 机器学习模型开发, MLOPS 与 LLMOPS, TensorFlow, PyTorch",1,http://company.zhaopin.com/CZL1211071560.htm,http://jobs.zhaopin.com/CCL1211071560J40846936815.htm,23.0-29.0k,26000.0,26.0k
人工智能,人工智能老师,5000-10000元,哈尔滨市创新科技技工学校,哈尔滨,1-3年,本科,学校/学历教育,100-299人,学校/下级学院,"机器学习, 课程教授",1,http://company.zhaopin.com/CZL1333957890.htm,http://jobs.zhaopin.com/CCL1333957890J40742376405.htm,5.0-10.0k,7500.0,7.5k
人工智能,AI运营师,1-1.2万,杭州天生主角科技有限公司,杭州,经验不限,学历不限,人工智能,20-99人,民营,助理教师,1,http://company.zhaopin.com/CZL1400954970.htm,http://jobs.zhaopin.com/CCL1400954970J40699859910.htm,10.0-12.0k,11000.0,11.0k
人工智能,ai算法工程师,1.5-2.3万,光庭信息,武汉,经验不限,本科,计算机软件,1000-9999人,股份制企业,"大模型算法, OpenCV, 车载, 算法工程师",2,http://company.zhaopin.com/CZ534400620.htm,http://jobs.zhaopin.com/CC534400620J40714973516.htm,15.0-23.0k,19000.0,19.0k
人工智能,人工智能算法工程师,1.9-2万,深圳市法本信息技术股份有限公司,上海,3-5年,本科,计算机软件,1000-9999人,上市公司,大模型算法,1,http://company.zhaopin.com/CZ385622410.htm,http://jobs.zhaopin.com/CC385622410J40663160906.htm,19.0-20.0k,19500.0,19.5k
人工智能,ai培训师,5000-8000元,洛阳市森傲家具有限公司,洛阳,1-3年,本科,耐用消费品,100-299人,民营,"课程策划, 课程教授",1,http://company.zhaopin.com/CC697600928.htm,http://jobs.zhaopin.com/CC697600920J40714085116.htm,5.0-8.0k,6500.0,6.5k
人工智能,人工智能算法开发及应用,1-2万,合肥综合性国家科学中心能源研究院(安徽省能源实验室),合肥,经验不限,硕士,新能源,100-299人,事业单位,"深度学习, 强化学习 , 多模态算法",1,http://company.zhaopin.com/CZL1237831530.htm,http://jobs.zhaopin.com/CCL1237831530J40723054207.htm,10.0-20.0k,15000.0,15.0k
人工智能,人工智能讲师,6000-10000元,哈尔滨市信息工程职业技术学校,哈尔滨,1-3年,本科,培训/辅导服务,100-299人,国企,"课程教授, 课程策划, 项目实训, 机器人算法, 广告算法, 视觉图像算法",1,http://company.zhaopin.com/CC308151838.htm,http://jobs.zhaopin.com/CC308151830J40760284307.htm,6.0-10.0k,8000.0,8.0k
人工智能,人工智能通识公共课教师,7000-9000元,绵阳城市学院,绵阳,经验不限,硕士,学校/学历教育,10000人以上,事业单位,"深度学习, 课程策划",9,http://company.zhaopin.com/CZL1430764240.htm,http://jobs.zhaopin.com/CCL1430764240J40754561312.htm,7.0-9.0k,8000.0,8.0k
人工智能,AI人工智能技术应用工程师,7000-14000元,内蒙古恒鼎大数据产业有限公司,呼和浩特,1-3年,硕士,咨询服务,100-299人,民营,"文本分析, 实体识别, 语义分析, 文本分类, 信息抽取, 文本挖掘, 篇章分析, 分词",5,http://company.zhaopin.com/CZ805076820.htm,http://jobs.zhaopin.com/CC805076820J40906755304.htm,7.0-14.0k,10500.0,10.5k
人工智能,人工智能实习生,1.2-2万,深圳市智胜益辉科技有限公司,深圳,经验不限,本科,计算机软件,20-99人,民营,"用户画像, 机器人算法",1,http://company.zhaopin.com/CZL1383526720.htm,http://jobs.zhaopin.com/CCL1383526720J40448724306.htm,12.0-20.0k,16000.0,16.0k
人工智能,人工智能大模型工程师,1.5-2.2万,湖北融汇信息科技有限公司,武汉,3-5年,本科,计算机软件,100-299人,民营,"如BP神经网络模型, ARIMA 模型应用, 大模型算法",2,http://company.zhaopin.com/CZ520680220.htm,http://jobs.zhaopin.com/CC520680220J40773289508.htm,15.0-22.0k,18500.0,18.5k
人工智能,脑机赛事技术老师,5000-8000元·13薪,金华市这礼学文化传播有限责任公司,金华,1-3年,学历不限,人工智能,20人以下,其他,"课程策划, 机器学习",1,http://company.zhaopin.com/CZL1500982270.htm,http://jobs.zhaopin.com/CCL1500982270J40661900106.htm,5.0-8.0k,6500.0,6.5k
人工智能,人工智能讲师(企业培训方向）,5000-8000元,山西博创智能科技发展有限公司,太原,1-3年,本科,互联网,100-299人,民营,"课程教授, 课程策划, 深度学习, 机器学习, PyTorch",5,http://company.zhaopin.com/CZL1234996090.htm,http://jobs.zhaopin.com/CCL1234996090J40901434804.htm,5.0-8.0k,6500.0,6.5k
人工智能,人工智能讲师,1.2-1.5万·14薪,合肥科大讯飞教育发展有限公司,石家庄,1-3年,本科,人工智能,1000-9999人,上市公司,"课程教授, 助理教师, 机器学习, 深度学习, 视觉图像算法, 自然语音处理, 语音算法, 推荐算法, PyTorch, Theano, Keras",1,http://company.zhaopin.com/CZ399281220.htm,http://jobs.zhaopin.com/CC399281220J40742766301.htm,12.0-15.0k,13500.0,13.5k
人工智能,研发工程师（AI 智能体）,4000-6000元,重庆典名科技有限公司,重庆,1-3年,本科,互联网,300-499人,民营,Python,1,http://company.zhaopin.com/CZ595428520.htm,http://jobs.zhaopin.com/CC595428520J40910768204.htm,4.0-6.0k,5000.0,5.0k
人工智能,人工智能技术研究,1.7-3万,中国船舶集团有限公司第七一五研究所,杭州,经验不限,硕士,电子/半导体/集成电路,1000-9999人,事业单位,"音视频算法, 图像算法",3,http://company.zhaopin.com/CZ165194910.htm,http://jobs.zhaopin.com/CC165194910J40647687410.htm,17.0-30.0k,23500.0,23.5k
人工智能,算法实习生,5000-10000元,福建亿安智能技术股份有限公司,福州,经验不限,本科,IT服务,100-299人,上市公司,"深度学习, 图像算法, 大模型算法",1,http://company.zhaopin.com/CZ543651820.htm,http://jobs.zhaopin.com/CC543651820J40774646703.htm,5.0-10.0k,7500.0,7.5k
人工智能,ai智能体运营,4-8万,杭州天生主角科技有限公司,广州,5-10年,学历不限,人工智能,20-99人,民营,"助理教师, AI, 人工智能, 智能体, 新媒体运营, 知识付费, 企业服务, 系统服务, AI工具应用",1,http://company.zhaopin.com/CZL1400954970.htm,http://jobs.zhaopin.com/CCL1400954970J40754619610.htm,40.0-80.0k,60000.0,60.0k
人工智能,人工智能讲师,1.3-1.8万,北京华晟经世信息技术股份有限公司,北京,经验不限,本科,通信/网络设备,500-999人,上市公司,"深度学习, 机器学习, 视觉图像算法, 自然语音处理",1,http://company.zhaopin.com/%E5%8C%97%E4%BA%AC%E5%8D%8E%E6%99%9F%E7%BB%8F%E4%B8%96%E4%BF%A1%E6%81%AF%E6%8A%80%E6%9C%AF%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC427414314.htm,http://jobs.zhaopin.com/CC427414310J40673184106.htm,13.0-18.0k,15500.0,15.5k
人工智能,研发工程师（控制优化方向）,1.5-3万·14薪,中控技术股份有限公司,杭州,1-3年,硕士,工业自动化,1000-9999人,上市公司,"Python, 工业AI",1,http://company.zhaopin.com/CZ191024010.htm,http://jobs.zhaopin.com/CC191024010J40700852416.htm,15.0-30.0k,22500.0,22.5k
人工智能,人工智能训练工程师,1.5-2.4万,山西星泽汇联科技有限公司,太原,3-5年,本科,IT服务,20-99人,民营,"PyTorch, TensorFlow, mindspore, TRANSFORMERS",1,http://company.zhaopin.com/CZ828043460.htm,http://jobs.zhaopin.com/CC828043460J40728935811.htm,15.0-24.0k,19500.0,19.5k
人工智能,算法/数据分析工程师,1.5-3万·14薪,外企德科数字技术有限公司,杭州,经验不限,本科,专业技术服务,10000人以上,合资,"机器学习, 图像算法, 大模型算法, PyTorch, C++, Java",3,http://company.zhaopin.com/CZL1480117890.htm,http://jobs.zhaopin.com/CCL1480117890J40767058905.htm,15.0-30.0k,22500.0,22.5k
人工智能,人工智能工程师/算法工程师,7000-14000元,盐城望陶管理咨询有限公司,盐城,经验不限,本科,咨询服务,20-99人,民营,"深度学习, 机器学习, 大模型算法, GPT, XLNet, BERT, K-means算法, 随机森林, SVM",18,http://company.zhaopin.com/CZ211731880.htm,http://jobs.zhaopin.com/CC211731880J40774231303.htm,7.0-14.0k,10500.0,10.5k
人工智能,技术工程师,6000-10000元,北京华晟经世信息技术股份有限公司,文山,3-5年,本科,通信/网络设备,500-999人,上市公司,"深度学习, 机器学习, 视觉图像算法, 自然语音处理, 运动控制算法, 搜索算法, 推荐算法, 语音算法, 导航算法, 机器人算法, 视频算法",2,http://company.zhaopin.com/%E5%8C%97%E4%BA%AC%E5%8D%8E%E6%99%9F%E7%BB%8F%E4%B8%96%E4%BF%A1%E6%81%AF%E6%8A%80%E6%9C%AF%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC427414314.htm,http://jobs.zhaopin.com/CC427414310J40270577906.htm,6.0-10.0k,8000.0,8.0k
人工智能,高级算法工程师,1-1.8万,比亚迪股份有限公司,深圳,经验不限,本科,汽车研发/制造,10000人以上,民营,"图像算法, 机器视觉, Python, C++, C语言, PyTorch",1,https://company.zhaopin.com/CZ132962990.html,http://jobs.zhaopin.com/CC132962990J40740969802.htm,10.0-18.0k,14000.0,14.0k
人工智能,人工智能-肇庆科大讯飞,1.2-1.8万·14薪,合肥科大讯飞教育发展有限公司,肇庆,3-5年,本科,人工智能,1000-9999人,上市公司,"自然语言处理, 机器视觉, 图像算法",1,http://company.zhaopin.com/CZ399281220.htm,http://jobs.zhaopin.com/CC399281220J40741124301.htm,12.0-18.0k,15000.0,15.0k
人工智能,人工智能讲师,4000-7000元,辽宁省华瑞职业技能培训学校有限公司,沈阳,3-5年,本科,培训/辅导服务,20-99人,其他,"深度学习, 课程教授",1,http://company.zhaopin.com/CZL1472628710.htm,http://jobs.zhaopin.com/CCL1472628710J40896935604.htm,4.0-7.0k,5500.0,5.5k
人工智能,人工智能讲师,7000-12000元,湖南卓鼎信息技术有限公司,岳阳,1-3年,本科,计算机软件,300-499人,民营,"深度学习, 机器学习",1,http://company.zhaopin.com/CZ476778080.htm,http://jobs.zhaopin.com/CC476778080J40732032510.htm,7.0-12.0k,9500.0,9.5k
人工智能,人工智能讲师（石家庄校区）,1-2万,石家庄清美动漫软件职业技术学校,石家庄,5-10年,硕士,培训/辅导服务,100-299人,民营,"课程教授, 项目实训, 深度学习, 机器学习, 视觉图像算法, 自然语音处理, 机器人算法, 推荐算法, Python",1,http://company.zhaopin.com/P3/CC1858/2252/CC185822529.htm,http://jobs.zhaopin.com/CC185822520J40720809814.htm,10.0-20.0k,15000.0,15.0k
人工智能,人工智能研发工程师,2.3-2.8万·14薪,中视天合信息科技有限公司,北京,5-10年,硕士,人工智能,100-299人,其他,"图像算法, 机器视觉, 知识图谱, TensorFlow, PyTorch, Python, C++",1,http://company.zhaopin.com/CZL1492648310.htm,http://jobs.zhaopin.com/CCL1492648310J40744145408.htm,23.0-28.0k,25500.0,25.5k
人工智能,人工智能讲师,1.2-2万,嘉环科技股份有限公司,南京,1-3年,本科,通信/网络设备,10000人以上,民营,"课程策划, 课程教授, 深度学习, 机器学习",5,http://company.zhaopin.com/CZ249365810.htm,http://jobs.zhaopin.com/CC249365810J40764682205.htm,12.0-20.0k,16000.0,16.0k
人工智能,人工智能工程师(J12357),1.5-2万,中芯国际集成电路制造(上海)有限公司,深圳,3-5年,本科,电子/半导体/集成电路,10000人以上,上市公司,人工智能,1,http://company.zhaopin.com/CZ000439650.htm,http://jobs.zhaopin.com/CC000439650J40753283007.htm,15.0-20.0k,17500.0,17.5k
人工智能,人工智能技术应用专业教师,4000-8000元,九江理工职业学院,九江,经验不限,硕士,学校/学历教育,500-999人,学校/下级学院,课程教授,6,http://company.zhaopin.com/CZL1271319130.htm,http://jobs.zhaopin.com/CCL1271319130J40741219807.htm,4.0-8.0k,6000.0,6.0k
人工智能,人工智能工程师/算法工程师,1-1.7万,山东智和创信息技术有限公司,济南,3-5年,本科,计算机软件,100-299人,股份制企业,"Python, 机器学习",3,http://company.zhaopin.com/CZ461476710.htm,http://jobs.zhaopin.com/CC461476710J40566958604.htm,10.0-17.0k,13500.0,13.5k
人工智能,人工智能讲师,8000-16000元,北京博海迪信息科技股份有限公司,重庆,3-5年,本科,培训/辅导服务,300-499人,民营,"深度学习, 课程策划, 课程教授, 项目实训",1,http://company.zhaopin.com/CZ159698520.htm,http://jobs.zhaopin.com/CC159698520J40716374402.htm,8.0-16.0k,12000.0,12.0k
人工智能,智能工程师（AGENT模型）,7000-10000元,浙江晶映科技有限公司,杭州,经验不限,本科,电子/半导体/集成电路,100-299人,民营,"深度学习, AGENT",1,http://company.zhaopin.com/CZ703963130.htm,http://jobs.zhaopin.com/CC703963130J40731187611.htm,7.0-10.0k,8500.0,8.5k
人工智能,人工智能算法工程师,8000-15000元,河北荣春能源科技有限公司,石家庄,经验不限,硕士,电力/水利/热力/燃气,20-99人,民营,机器学习,2,http://company.zhaopin.com/CZ483113330.htm,http://jobs.zhaopin.com/CC483113330J40625380809.htm,8.0-15.0k,11500.0,11.5k
人工智能,人工智能开发工程师 / 机器学习工程师 / 深度学习工程师 / 数据科学家,8000-16000元,潍坊英惠物联网科技有限公司,潍坊,5-10年,本科,通用设备制造,20-99人,民营,Python,5,http://company.zhaopin.com/CC330910983.htm,http://jobs.zhaopin.com/CC330910980J40707241814.htm,8.0-16.0k,12000.0,12.0k
深度学习算法工程师,深度学习算法（实习）,130-200元/天,理工特智科技(重庆)有限公司,重庆,无经验,本科,工业自动化,20-99人,民营,"机器视觉, 图像算法, Transformer, RCNN, PyTorch, C++, C语言",1,http://company.zhaopin.com/CZL1459508070.htm,http://jobs.zhaopin.com/CCL1459508070J40917207704.htm,5.0k,5000.0,5.0k
深度学习算法工程师,深度算法实习生,4000-6000元,河南伊林达物联网有限公司,郑州,经验不限,本科,电子商务,20-99人,其他,图像算法,3,http://company.zhaopin.com/CZL1484315330.htm,http://jobs.zhaopin.com/CCL1484315330J40730265411.htm,4.0-6.0k,5000.0,5.0k
深度学习算法工程师,软件工程师（SLAM方向）,1.5-2.3万·14薪,中山福昆航空科技有限公司,中山,经验不限,本科,船舶/航空/航天/火车制造,100-299人,民营,图像识别产品,1,http://company.zhaopin.com/CZ696696030.htm,http://jobs.zhaopin.com/CC696696030J40805690408.htm,15.0-23.0k,19000.0,19.0k
深度学习算法工程师,AI大模型工程师助理（DeepSeek专项）,1-1.5万·15薪,深圳市华奥海科技有限公司,深圳,3-5年,本科,电子商务,100-299人,其它,本科生,1,http://company.zhaopin.com/CZL1492774050.htm,http://jobs.zhaopin.com/CCL1492774050J40644799106.htm,10.0-15.0k,12500.0,12.5k
深度学习算法工程师,算法工程师,8000-16000元·13薪,天津卓漫科技有限公司,天津,经验不限,本科,互联网,500-999人,民营,"图像算法, Python",1,http://company.zhaopin.com/CZ846837660.htm,http://jobs.zhaopin.com/CC846837660J40528457605.htm,8.0-16.0k,12000.0,12.0k
深度学习算法工程师,软件工程师（SLAM方向）,1.5-2.3万·14薪,中山福昆航空科技有限公司,珠海,经验不限,本科,船舶/航空/航天/火车制造,100-299人,民营,图像识别产品,1,http://company.zhaopin.com/CZ696696030.htm,http://jobs.zhaopin.com/CC696696030J40805690308.htm,15.0-23.0k,19000.0,19.0k
深度学习算法工程师,机器学习算法工程师（机器人方向）-T4891L,3.5-7万·20薪,京东集团,北京,经验不限,学历不限,互联网,10000人以上,合资,"图像处理, 深度学习, 数据增强, 信号滤波, 声音处理",1,http://company.zhaopin.com/CZ192921310.htm,http://jobs.zhaopin.com/CC192921310J40695341609.htm,35.0-70.0k,52500.0,52.5k
深度学习算法工程师,C/C++/Java/JS/Python软件开发（全国有岗 接受应届）,1.5-3万,外企德科数字技术有限公司,成都,经验不限,本科,专业技术服务,10000人以上,合资,"C#, Java, Python, MySQL",50,http://company.zhaopin.com/CZL1480117890.htm,http://jobs.zhaopin.com/CCL1480117890J40704710005.htm,15.0-30.0k,22500.0,22.5k
深度学习算法工程师,大模型开发实习生,100-150元/天,新奥集团,廊坊,无经验,本科,电力/水利/热力/燃气,10000人以上,民营,"Python, C++, Java",1,http://company.zhaopin.com/CZ130980700.htm,http://jobs.zhaopin.com/CC130980700J40820959804.htm,3.8k,3800.0,3.8k
